d packets: 182/0
request: node: 1, message: 183, time: 1599860928, Vbat 355 v, Tx dur 64 ms, T: -586 C, RH: 2092 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 183/0
request: node: 1, message: 329, time: 1599861668, Vbat 353 v, Tx dur 64 ms, T: -1253 C, RH: 3503 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 328/1
request: node: 1, message: 330, time: 1599861673, Vbat 353 v, Tx dur 64 ms, T: -1253 C, RH: 3515 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 329/1
request: node: 1, message: 331, time: 1599861678, Vbat 353 v, Tx dur 64 ms, T: -1254 C, RH: 3525 %, status: 0x00, RSSI -108 dBm, SNR 7 dB, good/bad packets: 330/1
request: node: 1, message: 332, time: 1599861684, Vbat 353 v, Tx dur 64 ms, T: -1257 C, RH: 3534 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 331/1
request: node: 1, message: 333, time: 1599861689, Vbat 353 v, Tx dur 64 ms, T: -1257 C, RH: 3545 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 332/1
request: node: 1, message: 334, time: 1599861694, Vbat 353 v, Tx dur 64 ms, T: -1260 C, RH: 3552 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 333/1
request: node: 1, message: 335, time: 1599861699, Vbat 353 v, Tx dur 64 ms, T: -1260 C, RH: 3564 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 334/1
request: node: 1, message: 336, time: 1599861704, Vbat 353 v, Tx dur 64 ms, T: -1260 C, RH: 3570 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 335/1
request: node: 1, message: 337, time: 1599861709, Vbat 353 v, Tx dur 64 ms, T: -1263 C, RH: 3580 %, status: 0x00, RSSI -101 dBm, SNR 9 dB, good/bad packets: 336/1
request: node: 1, message: 338, time: 1599861714, Vbat 353 v, Tx dur 64 ms, T: -1261 C, RH: 3589 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 337/1
request: node: 1, message: 339, time: 1599861719, Vbat 353 v, Tx dur 64 ms, T: -1263 C, RH: 3599 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 338/1
request: node: 1, message: 340, time: 1599861724, Vbat 353 v, Tx dur 64 ms, T: -1265 C, RH: 3607 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 339/1
request: node: 1, message: 341, time: 1599861729, Vbat 353 v, Tx dur 64 ms, T: -1264 C, RH: 3614 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 340/1
request: node: 1, message: 342, time: 1599861734, Vbat 353 v, Tx dur 64 ms, T: -1265 C, RH: 3624 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 341/1
request: node: 1, message: 343, time: 1599861739, Vbat 353 v, Tx dur 64 ms, T: -1270 C, RH: 3632 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 342/1
request: node: 1, message: 344, time: 1599861744, Vbat 353 v, Tx dur 64 ms, T: -1270 C, RH: 3640 %, status: 0x00, RSSI -107 dBm, SNR 9 dB, good/bad packets: 343/1
request: node: 1, message: 345, time: 1599861750, Vbat 353 v, Tx dur 64 ms, T: -1271 C, RH: 3653 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 344/1
request: node: 1, message: 346, time: 1599861755, Vbat 353 v, Tx dur 64 ms, T: -1270 C, RH: 3661 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 345/1
request: node: 1, message: 347, time: 1599861760, Vbat 353 v, Tx dur 64 ms, T: -1272 C, RH: 3670 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 346/1
request: node: 1, message: 348, time: 1599861765, Vbat 353 v, Tx dur 64 ms, T: -1272 C, RH: 3679 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 347/1
request: node: 1, message: 349, time: 1599861770, Vbat 353 v, Tx dur 65 ms, T: -1275 C, RH: 3693 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 348/1
request: node: 1, message: 350, time: 1599861775, Vbat 353 v, Tx dur 64 ms, T: -1277 C, RH: 3703 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 349/1
request: node: 1, message: 351, time: 1599861780, Vbat 353 v, Tx dur 64 ms, T: -1277 C, RH: 3715 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 350/1
request: node: 1, message: 352, time: 1599861785, Vbat 353 v, Tx dur 64 ms, T: -1280 C, RH: 3727 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 351/1
request: node: 1, message: 353, time: 1599861790, Vbat 353 v, Tx dur 65 ms, T: -1278 C, RH: 3737 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 352/1
request: node: 1, message: 354, time: 1599861795, Vbat 353 v, Tx dur 65 ms, T: -1281 C, RH: 3746 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 353/1
request: node: 1, message: 355, time: 1599861800, Vbat 353 v, Tx dur 65 ms, T: -1281 C, RH: 3755 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 354/1
request: node: 1, message: 356, time: 1599861805, Vbat 353 v, Tx dur 65 ms, T: -1280 C, RH: 3765 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 355/1
request: node: 1, message: 357, time: 1599861810, Vbat 353 v, Tx dur 64 ms, T: -1282 C, RH: 3778 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 356/1
request: node: 1, message: 358, time: 1599861815, Vbat 353 v, Tx dur 64 ms, T: -1284 C, RH: 3787 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 357/1
request: node: 1, message: 359, time: 1599861821, Vbat 353 v, Tx dur 64 ms, T: -1284 C, RH: 3793 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 358/1
request: node: 1, message: 360, time: 1599861826, Vbat 353 v, Tx dur 64 ms, T: -1287 C, RH: 3797 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 359/1
request: node: 1, message: 361, time: 1599861831, Vbat 353 v, Tx dur 65 ms, T: -1285 C, RH: 3805 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 360/1
request: node: 1, message: 362, time: 1599861836, Vbat 353 v, Tx dur 64 ms, T: -1287 C, RH: 3811 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 361/1
request: node: 1, message: 363, time: 1599861841, Vbat 353 v, Tx dur 64 ms, T: -1288 C, RH: 3824 %, status: 0x00, RSSI -107 dBm, SNR 9 dB, good/bad packets: 362/1
request: node: 1, message: 364, time: 1599861846, Vbat 352 v, Tx dur 64 ms, T: -1289 C, RH: 3836 %, status: 0x00, RSSI -107 dBm, SNR 9 dB, good/bad packets: 363/1
request: node: 1, message: 365, time: 1599861851, Vbat 353 v, Tx dur 64 ms, T: -1289 C, RH: 3843 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 364/1
request: node: 1, message: 366, time: 1599861856, Vbat 353 v, Tx dur 64 ms, T: -1293 C, RH: 3853 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 365/1
request: node: 1, message: 367, time: 1599861861, Vbat 353 v, Tx dur 64 ms, T: -1292 C, RH: 3866 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 366/1
request: node: 1, message: 368, time: 1599861866, Vbat 353 v, Tx dur 65 ms, T: -1292 C, RH: 3871 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 367/1
request: node: 1, message: 369, time: 1599861871, Vbat 353 v, Tx dur 64 ms, T: -1295 C, RH: 3884 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 368/1
request: node: 1, message: 370, time: 1599861876, Vbat 353 v, Tx dur 64 ms, T: -1296 C, RH: 3893 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 369/1
request: node: 1, message: 371, time: 1599861881, Vbat 353 v, Tx dur 64 ms, T: -1298 C, RH: 3906 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 370/1
request: node: 1, message: 372, time: 1599861886, Vbat 353 v, Tx dur 64 ms, T: -1296 C, RH: 3915 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 371/1
request: node: 1, message: 373, time: 1599861892, Vbat 353 v, Tx dur 64 ms, T: -1299 C, RH: 3920 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 372/1
request: node: 1, message: 374, time: 1599861897, Vbat 353 v, Tx dur 64 ms, T: -1296 C, RH: 3925 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 373/1
request: node: 1, message: 375, time: 1599861902, Vbat 353 v, Tx dur 64 ms, T: -1301 C, RH: 3934 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 374/1
request: node: 1, message: 376, time: 1599861907, Vbat 353 v, Tx dur 64 ms, T: -1299 C, RH: 3941 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 375/1
request: node: 1, message: 377, time: 1599861912, Vbat 353 v, Tx dur 64 ms, T: -1301 C, RH: 3955 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 376/1
request: node: 1, message: 378, time: 1599861917, Vbat 353 v, Tx dur 64 ms, T: -1302 C, RH: 3963 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 377/1
request: node: 1, message: 379, time: 1599861922, Vbat 353 v, Tx dur 64 ms, T: -1301 C, RH: 3974 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 378/1
request: node: 1, message: 380, time: 1599861927, Vbat 352 v, Tx dur 64 ms, T: -1303 C, RH: 3984 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 379/1
request: node: 1, message: 381, time: 1599861932, Vbat 353 v, Tx dur 64 ms, T: -1302 C, RH: 3993 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 380/1
request: node: 1, message: 382, time: 1599861937, Vbat 353 v, Tx dur 64 ms, T: -1303 C, RH: 4000 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 381/1
request: node: 1, message: 383, time: 1599861942, Vbat 353 v, Tx dur 64 ms, T: -1306 C, RH: 4013 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 382/1
request: node: 1, message: 384, time: 1599861947, Vbat 352 v, Tx dur 64 ms, T: -1308 C, RH: 4018 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 383/1
request: node: 1, message: 385, time: 1599861952, Vbat 353 v, Tx dur 64 ms, T: -1308 C, RH: 4025 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 384/1
request: node: 1, message: 386, time: 1599861957, Vbat 352 v, Tx dur 64 ms, T: -1308 C, RH: 4036 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 385/1
request: node: 1, message: 387, time: 1599861963, Vbat 353 v, Tx dur 64 ms, T: -1306 C, RH: 4041 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 386/1
request: node: 1, message: 388, time: 1599861968, Vbat 353 v, Tx dur 64 ms, T: -1309 C, RH: 4053 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 387/1
request: node: 1, message: 389, time: 1599861973, Vbat 352 v, Tx dur 64 ms, T: -1308 C, RH: 4059 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 388/1
request: node: 1, message: 390, time: 1599861978, Vbat 352 v, Tx dur 64 ms, T: -1311 C, RH: 4066 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 389/1
request: node: 1, message: 391, time: 1599861983, Vbat 353 v, Tx dur 64 ms, T: -1311 C, RH: 4075 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 390/1
request: node: 1, message: 392, time: 1599861988, Vbat 353 v, Tx dur 64 ms, T: -1312 C, RH: 4083 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 391/1
request: node: 1, message: 393, time: 1599861993, Vbat 353 v, Tx dur 64 ms, T: -1312 C, RH: 4091 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 392/1
request: node: 1, message: 394, time: 1599861998, Vbat 352 v, Tx dur 64 ms, T: -1312 C, RH: 4093 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 393/1
request: node: 1, message: 395, time: 1599862003, Vbat 352 v, Tx dur 65 ms, T: -1315 C, RH: 4103 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 394/1
request: node: 1, message: 396, time: 1599862008, Vbat 353 v, Tx dur 64 ms, T: -1315 C, RH: 4111 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 395/1
request: node: 1, message: 397, time: 1599862013, Vbat 353 v, Tx dur 64 ms, T: -1315 C, RH: 4116 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 396/1
request: node: 1, message: 398, time: 1599862018, Vbat 352 v, Tx dur 65 ms, T: -1315 C, RH: 4132 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 397/1
request: node: 1, message: 399, time: 1599862023, Vbat 352 v, Tx dur 64 ms, T: -1315 C, RH: 4137 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 398/1
request: node: 1, message: 400, time: 1599862028, Vbat 352 v, Tx dur 64 ms, T: -1316 C, RH: 4143 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 399/1
request: node: 1, message: 401, time: 1599862034, Vbat 352 v, Tx dur 64 ms, T: -1318 C, RH: 4153 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 400/1
request: node: 1, message: 402, time: 1599862039, Vbat 352 v, Tx dur 64 ms, T: -1316 C, RH: 4160 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 401/1
request: node: 1, message: 403, time: 1599862044, Vbat 352 v, Tx dur 65 ms, T: -1319 C, RH: 4166 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 402/1
request: node: 1, message: 404, time: 1599862049, Vbat 352 v, Tx dur 64 ms, T: -1320 C, RH: 4172 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 403/1
request: node: 1, message: 405, time: 1599862054, Vbat 352 v, Tx dur 64 ms, T: -1320 C, RH: 4180 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 404/1
request: node: 1, message: 406, time: 1599862059, Vbat 352 v, Tx dur 64 ms, T: -1320 C, RH: 4188 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 405/1
request: node: 1, message: 407, time: 1599862064, Vbat 352 v, Tx dur 64 ms, T: -1322 C, RH: 4196 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 406/1
request: node: 1, message: 408, time: 1599862069, Vbat 352 v, Tx dur 64 ms, T: -1322 C, RH: 4203 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 407/1
request: node: 1, message: 409, time: 1599862074, Vbat 352 v, Tx dur 65 ms, T: -1322 C, RH: 4213 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 408/1
request: node: 1, message: 410, time: 1599862079, Vbat 352 v, Tx dur 64 ms, T: -1322 C, RH: 4217 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 409/1
request: node: 1, message: 411, time: 1599862084, Vbat 352 v, Tx dur 64 ms, T: -1322 C, RH: 4237 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 410/1
request: node: 1, message: 412, time: 1599862089, Vbat 352 v, Tx dur 64 ms, T: -1322 C, RH: 4266 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 411/1
request: node: 1, message: 413, time: 1599862094, Vbat 352 v, Tx dur 64 ms, T: -1322 C, RH: 4309 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 412/1
request: node: 1, message: 414, time: 1599862100, Vbat 352 v, Tx dur 64 ms, T: -1326 C, RH: 4360 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 413/1
request: node: 1, message: 415, time: 1599862105, Vbat 352 v, Tx dur 64 ms, T: -1324 C, RH: 4415 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 414/1
request: node: 1, message: 416, time: 1599862110, Vbat 352 v, Tx dur 64 ms, T: -1324 C, RH: 4480 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 415/1
request: node: 1, message: 417, time: 1599862115, Vbat 352 v, Tx dur 64 ms, T: -1326 C, RH: 4543 %, status: 0x00, RSSI -107 dBm, SNR 9 dB, good/bad packets: 416/1
request: node: 1, message: 418, time: 1599862120, Vbat 352 v, Tx dur 65 ms, T: -1327 C, RH: 4605 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 417/1
request: node: 1, message: 419, time: 1599862125, Vbat 352 v, Tx dur 64 ms, T: -1324 C, RH: 4656 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 418/1
request: node: 1, message: 420, time: 1599862130, Vbat 352 v, Tx dur 64 ms, T: -1329 C, RH: 4699 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 419/1
request: node: 1, message: 421, time: 1599862135, Vbat 352 v, Tx dur 64 ms, T: -1326 C, RH: 4734 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 420/1
request: node: 1, message: 422, time: 1599862140, Vbat 352 v, Tx dur 64 ms, T: -1329 C, RH: 4758 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 421/1
request: node: 1, message: 423, time: 1599862145, Vbat 352 v, Tx dur 64 ms, T: -1330 C, RH: 4773 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 422/1
request: node: 1, message: 424, time: 1599862150, Vbat 352 v, Tx dur 64 ms, T: -1327 C, RH: 4773 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 423/1
request: node: 1, message: 425, time: 1599862155, Vbat 352 v, Tx dur 64 ms, T: -1333 C, RH: 4766 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 424/1
request: node: 1, message: 426, time: 1599862160, Vbat 352 v, Tx dur 64 ms, T: -1332 C, RH: 4746 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 425/1
request: node: 1, message: 427, time: 1599862165, Vbat 352 v, Tx dur 64 ms, T: -1332 C, RH: 4716 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 426/1
request: node: 1, message: 428, time: 1599862171, Vbat 352 v, Tx dur 64 ms, T: -1334 C, RH: 4679 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 427/1
request: node: 1, message: 429, time: 1599862176, Vbat 352 v, Tx dur 64 ms, T: -1336 C, RH: 4638 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 428/1
request: node: 1, message: 430, time: 1599862181, Vbat 352 v, Tx dur 64 ms, T: -1336 C, RH: 4588 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 429/1
request: node: 1, message: 431, time: 1599862186, Vbat 352 v, Tx dur 64 ms, T: -1336 C, RH: 4530 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 430/1
request: node: 1, message: 432, time: 1599862191, Vbat 352 v, Tx dur 64 ms, T: -1336 C, RH: 4472 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 431/1
request: node: 1, message: 433, time: 1599862196, Vbat 352 v, Tx dur 64 ms, T: -1336 C, RH: 4409 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 432/1
request: node: 1, message: 434, time: 1599862201, Vbat 352 v, Tx dur 64 ms, T: -1340 C, RH: 4347 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 433/1
request: node: 1, message: 435, time: 1599862206, Vbat 352 v, Tx dur 64 ms, T: -1337 C, RH: 4284 %, status: 0x00, RSSI -107 dBm, SNR 9 dB, good/bad packets: 434/1
request: node: 1, message: 436, time: 1599862211, Vbat 352 v, Tx dur 64 ms, T: -1339 C, RH: 4223 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 435/1
request: node: 1, message: 437, time: 1599862216, Vbat 352 v, Tx dur 64 ms, T: -1343 C, RH: 4166 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 436/1
request: node: 1, message: 438, time: 1599862221, Vbat 352 v, Tx dur 64 ms, T: -1343 C, RH: 4110 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 437/1
request: node: 1, message: 439, time: 1599862226, Vbat 352 v, Tx dur 64 ms, T: -1344 C, RH: 4059 %, status: 0x00, RSSI -106 dBm, SNR 10 dB, good/bad packets: 438/1
request: node: 1, message: 440, time: 1599862231, Vbat 352 v, Tx dur 64 ms, T: -1344 C, RH: 4007 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 439/1
request: node: 1, message: 441, time: 1599862237, Vbat 352 v, Tx dur 64 ms, T: -1344 C, RH: 3959 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 440/1
request: node: 1, message: 442, time: 1599862242, Vbat 352 v, Tx dur 64 ms, T: -1346 C, RH: 3914 %, status: 0x00, RSSI -107 dBm, SNR 9 dB, good/bad packets: 441/1
request: node: 1, message: 443, time: 1599862247, Vbat 352 v, Tx dur 64 ms, T: -1347 C, RH: 3868 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 442/1
request: node: 1, message: 444, time: 1599862252, Vbat 352 v, Tx dur 64 ms, T: -1347 C, RH: 3829 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 443/1
request: node: 1, message: 445, time: 1599862257, Vbat 352 v, Tx dur 65 ms, T: -1350 C, RH: 3793 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 444/1
request: node: 1, message: 446, time: 1599862262, Vbat 352 v, Tx dur 64 ms, T: -1353 C, RH: 3750 %, status: 0x00, RSSI -107 dBm, SNR 9 dB, good/bad packets: 445/1
request: node: 1, message: 447, time: 1599862267, Vbat 352 v, Tx dur 64 ms, T: -1351 C, RH: 3718 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 446/1
request: node: 1, message: 448, time: 1599862272, Vbat 352 v, Tx dur 64 ms, T: -1353 C, RH: 3693 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 447/1
request: node: 1, message: 449, time: 1599862277, Vbat 352 v, Tx dur 64 ms, T: -1354 C, RH: 3663 %, status: 0x00, RSSI -107 dBm, SNR 11 dB, good/bad packets: 448/1
request: node: 1, message: 450, time: 1599862282, Vbat 352 v, Tx dur 64 ms, T: -1353 C, RH: 3636 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 449/1
request: node: 1, message: 451, time: 1599862287, Vbat 351 v, Tx dur 64 ms, T: -1355 C, RH: 3616 %, status: 0x00, RSSI -106 dBm, SNR 9 dB, good/bad packets: 450/1
request: node: 1, message: 452, time: 1599862292, Vbat 352 v, Tx dur 65 ms, T: -1357 C, RH: 3593 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 451/1
request: node: 1, message: 453, time: 1599862297, Vbat 352 v, Tx dur 64 ms, T: -1355 C, RH: 3577 %, status: 0x00, RSSI -106 dBm, SNR 10 dB, good/bad packets: 452/1
request: node: 1, message: 454, time: 1599862303, Vbat 352 v, Tx dur 64 ms, T: -1360 C, RH: 3558 %, status: 0x00, RSSI -105 dBm, SNR 10 dB, good/bad packets: 453/1
request: node: 1, message: 455, time: 1599862308, Vbat 352 v, Tx dur 64 ms, T: -1361 C, RH: 3539 %, status: 0x00, RSSI -107 dBm, SNR 10 dB, good/bad packets: 454/1
request: node: 1, message: 456, time: 1599862313, Vbat 352 v, Tx dur 64 ms, T: -1364 C, RH: 3525 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 455/1
request: node: 1, message: 457, time: 1599862318, Vbat 352 v, Tx dur 64 ms, T: -1363 C, RH: 3513 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 456/1
request: node: 1, message: 458, time: 1599862323, Vbat 352 v, Tx dur 64 ms, T: -1365 C, RH: 3498 %, status: 0x00, RSSI -107 dBm, SNR 11 dB, good/bad packets: 457/1
request: node: 1, message: 459, time: 1599862328, Vbat 352 v, Tx dur 64 ms, T: -1364 C, RH: 3486 %, status: 0x00, RSSI -106 dBm, SNR 10 dB, good/bad packets: 458/1
request: node: 1, message: 460, time: 1599862333, Vbat 352 v, Tx dur 64 ms, T: -1367 C, RH: 3477 %, status: 0x00, RSSI -101 dBm, SNR 10 dB, good/bad packets: 459/1
request: node: 1, message: 461, time: 1599862338, Vbat 352 v, Tx dur 64 ms, T: -1370 C, RH: 3464 %, status: 0x00, RSSI -102 dBm, SNR 9 dB, good/bad packets: 460/1
request: node: 1, message: 462, time: 1599862343, Vbat 352 v, Tx dur 64 ms, T: -1370 C, RH: 3454 %, status: 0x00, RSSI -103 dBm, SNR 8 dB, good/bad packets: 461/1
request: node: 1, message: 463, time: 1599862348, Vbat 352 v, Tx dur 64 ms, T: -1371 C, RH: 3449 %, status: 0x00, RSSI -103 dBm, SNR 10 dB, good/bad packets: 462/1
request: node: 1, message: 464, time: 1599862353, Vbat 351 v, Tx dur 64 ms, T: -1374 C, RH: 3434 %, status: 0x00, RSSI -104 dBm, SNR 10 dB, good/bad packets: 463/1
request: node: 1, message: 465, time: 1599862358, Vbat 352 v, Tx dur 64 ms, T: -1373 C, RH: 3425 %, status: 0x00, RSSI -103 dBm, SNR 12 dB, good/bad packets: 464/1
request: node: 1, message: 466, time: 1599862363, Vbat 352 v, Tx dur 64 ms, T: -1374 C, RH: 3418 %, status: 0x00, RSSI -103 dBm, SNR 10 dB, good/bad packets: 465/1
request: node: 1, message: 467, time: 1599862368, Vbat 351 v, Tx dur 64 ms, T: -1377 C, RH: 3409 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 466/1
request: node: 1, message: 468, time: 1599862374, Vbat 352 v, Tx dur 64 ms, T: -1377 C, RH: 3405 %, status: 0x00, RSSI -103 dBm, SNR 10 dB, good/bad packets: 467/1
request: node: 1, message: 469, time: 1599862379, Vbat 351 v, Tx dur 64 ms, T: -1378 C, RH: 3398 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 468/1
request: node: 1, message: 470, time: 1599862384, Vbat 351 v, Tx dur 64 ms, T: -1379 C, RH: 3389 %, status: 0x00, RSSI -105 dBm, SNR 10 dB, good/bad packets: 469/1
request: node: 1, message: 471, time: 1599862389, Vbat 352 v, Tx dur 64 ms, T: -1379 C, RH: 3384 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 470/1
request: node: 1, message: 472, time: 1599862394, Vbat 352 v, Tx dur 64 ms, T: -1382 C, RH: 3377 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 471/1
